date,publication,words,author,title,intro
2021-08-11,Le Figaro,462mots,"Vierron, Florence","Saint-Pierre-et-Miquelon, la menace des eaux","  ... être celle qui consiste à associer le territoire français d'Amérique du Nord et le  réchauffement  climatique. Cette réalité préoccupe pourtant les îliens et a interpellé Morad AïtHabbouche, réalisateur et concepteur ..."
2021-08-14,Le Figaro,461mots,"Guérin, Jean-Yves",Tier veut devenir le roi européen de la trottinette partagée,"  ...  où il fait la route de Patagonie au Mexique, il prend conscience des ravages du  réchauffement  climatique.   « Je suis revenu en Europe avec la conviction que je devais monter une entreprise proposant ..."
2021-08-16,Le Figaro,158mots,"agence, AFP","Juillet 2021, mois le plus chaud jamais enregistré sur Terre","  ...  et atmosphérique américaine (NOAA), évoquant une   « trajectoire inquiétante »   pour la planète sous les assauts du  changement  climatique. La température globale à la surface de la planète a été plus élevée de 0 ..."
2021-08-20,Le Figaro,869mots,"Frémont, Anne-Laure",Climat : comment le réchauffement attise les incendies,"  ...  comme autant d'illustrations concrètes des conclusions du tout nouveau rapport du Giec sur le  réchauffement  climatique et ses conséquences à venir. Fruit du travail de centaines d'experts internationaux, il indique ..."
2021-08-20,Le Figaro,534mots,"Barluet, Alain","En Sibérie, des dévastations records","  ...  de terrain gelé tout au long de l'année. Or, aggravés en partie par le  réchauffement  climatique, les incendies contribuent à la dégradation de ce pergélisol. C'est en Iakoutie que le ..."
2021-08-23,Le Figaro,738mots,"Frémont, Anne-Laure",Les arbres aussi deviennent « séniles »,"  ...  en particulier la régénération des forêts face à des risques de dépérissement accrus avec le  réchauffement  climatique  » , assure Georges Kunstler. «  Ces analyses montrent par exemple que conserver des arbres de taille intermédiaire ..."
2021-08-23,Le Figaro,882mots,"Guichard, Guillaume",Réchauffement climatique : la course à l'innovation,"  ÉNERGIE  Début août, les scientifiques du Giec ont alerté une nouvelle fois sur le  réchauffement  climatique préoccupant et l'urgence à agir pour le contrer. En fin de semaine dernière, un laboratoire ..."
2021-08-30,Le Figaro,1158mots,"Bonavita, Marie-Laetitia",Daniel Perron : « Il faut protéger la forêt par la prévention »,"  ... Ces incendies sontils, selon vous, la conséquence du  réchauffement  climatique, fruit luimême de la dégradation de l'état de la planète ?  Leur répétition, indubitablement. N'oublions pas le dramatique feu ..."
2021-08-31,Le Figaro,604mots,"Frémont, Anne-Laure",Des ouragans qui se renforcent avec une rapidité extraordinaire,  ...  et chaleur sont les deux carburants d'un ouragan. Or il est acquis que le  réchauffement  climatique entraîne à la fois une augmentation de la température de la surface des océans mais ...
2021-08-31,Le Figaro,615mots,"Bartnik, Marie",Un plan pour doper la « french agritech »,"  ...  en recherche appliquée, il peut se passer dix ans , déplore Julien Denormandie.  Mais face au  réchauffement  climatique, on ne peut pas attendre si longtemps .   »  Audelà de la constitution de futurs géants ..."
2021-09-03,Le Figaro,175mots,,Réchauffement climatique,"...  que si le réchauffement exacerbe les risques pour la biodiversité, les écosystèmes « jouent un rôle clé dans les flux de gaz à  effet  de  serre et dans les actions d'adaptation » .  ..."
2021-09-03,Le Figaro,604mots,"Bohineust, Armelle",Le trésor pétrolier divise la Norvège,"  ...  de nouveaux gisements d'hydrocarbures. Une démarche contraire aux objectifs mondiaux de lutte contre le  changement  climatique, selon l'Agence internationale de l'énergie.  Valeur quadruplée À quelques jours des élections, et ..."
2021-09-04,Le Figaro,23mots,,[Le changement climatique est une course...],"Le  changement  climatique est une course contre la montre, et nous sommes en train de la perdreDONOVAN RICHARDS,  PRÉSIDENT DE QUARTIER DU QUEENS  ..."
2021-09-04,Le Figaro,837mots,"Picard, Maurin",New York surprise et endeuillée par Ida,"  ...  remonter le long des Appalaches en faiblissant progressivement.   « Nous sommes loin d'être préparés au  changement  climatique » , gronde un élu municipal, Mark Levine. « C'est une course contre la montre, et nous ..."
2021-09-04,Le Figaro,563mots,"Bourmaud, François-Xavier",Macron l'optimiste et Hulot le pessimiste se retrouvent sur un bateau,"  ...  comme un couvercle, c'est souvent sur les épaules de Nicolas Hulot. Pessimiste forcené du  réchauffement  climatique, l'ancien ministre de la Transition écologique retrouve pour la première fois Emmanuel Macron en ..."
2021-09-08,Le Figaro,881mots,"Jaulmes, Adrien",Joe Biden fragilisé après un été jalonné de crises,"  ...  de catastrophes naturelles, incendies et canicules, ouragans et inondations, largement liées à l'accélération du  changement  climatique. Selon le  Washington Post , près d'un Américain sur trois a été confronté à une ..."
2021-09-09,Le Figaro,413mots,"Bohineust, Armelle","Pétrole, gaz et charbon font de la résistance","   PRINCIPAUX émetteurs de gaz à  effet  de  serre de la planète, les énergies fossiles sont depuis longtemps montrées du doigt. Pourtant, leur part dans la consommation mondiale d'énergie ne diminue pas ..."
2021-09-14,Le Figaro,569mots,"Bohineust, Armelle",Le Royaume-Uni veut des navires zéro émission d'ici à 2025,"  ...  Londres, qui organise en novembre à Glasgow la COP 26, la conférence mondiale sur le  changement  climatique, entend fixer des objectifs plus exigeants aux navires et cargos.  L'industrie du transport maritime ..."
2021-09-14,Le Figaro,488mots,"Cheyvialle, Anne",La Banque mondiale alerte sur l'exode climatique,"  ...  du réchauffement de la planète, des millions de personnes seront contraintes à l'exode. Le  changement  climatique marqué par des d'évènements extrêmes (sécheresse, inondations, ouragans...) a un impact majeur sur les ..."
2021-09-15,Le Figaro,709mots,"Frémont, Anne-Laure",« Il faudra réduire la place de l'élevage dans l'agriculture française »,"  ...  LE FIGARO.  En France, quelle part représente l'agriculture dans nos émissions de gaz à  effet  de  serre ? Sylvain PELLERIN .  L'agriculture stricto sensu représente 19 % des émissions françaises mais contrairement aux ..."
2021-09-15,Le Figaro,669mots,"Frémont, Anne-Laure",L'alimentation représente plus du tiers des émissions de gaz à effet de serre,  ... 'environ 70 % par rapport à 2009. Répondre à ces besoins tout en luttant contre le  réchauffement  climatique est un défi majeur pour les années à venir : le système alimentaire est à l ...
2021-09-16,Le Figaro,513mots,"Guichard, Guillaume",Chevron prend le virage de l'énergie bas carbone,"  ...  cellesci ne pèseront qu'environ 8 % de ses investissements totaux.   « Nous pensons que le  changement  climatique est réel et que l'activité humaine, y compris l'utilisation des combustibles fossiles, y ..."
2021-09-16,Le Figaro,994mots,"Avril, Pierre",L'écologie tranquille d'Annalena Baerbock,"  ...  Karlsruhe avait reproché au gouvernement Merkel de planifier trop tardivement l'élimination des gaz à  effet  de  serre (2050), accusant ce dernier de faire porter le fardeau du  changement  climatique sur les ..."
2021-09-21,Le Figaro,964mots,"Barluet, Alain","Sergueï et Nikita Zimov, combattants de la biodiversité en Arctique russe","  ...  a aujourd'hui des effets sur la fonte accélérée du permafrost  le sol gelé en permanence, soit 25 % des terres de l'hémisphère Nord , ce qui contribue considérablement au  réchauffement  climatique.   ..."
2021-09-21,Le Figaro,938mots,"Frémont, Anne-Laure",Comment la mer pourrait nourrir la planète dans les prochaines décennies,"  ... 'huîtres ou d'algues sont les plus vertueux en termes d'émissions de gaz à  effet  de  serre.   « On sait en effet que si on veut concilier alimentation et empreinte carbone, les ..."
2021-09-22,Le Figaro,492mots,"Biaujout, Henri","Scott Morrison, le pire des alliés pour la France","  ... Il reconnaît désormais du bout des lèvres la réalité du  changement  climatique mais refuse de faire le moindre effort pour améliorer le bilan carbone de son pays, dont l'économie repose encore ..."
2021-09-22,Le Figaro,816mots,"Frémont, Anne-Laure","À l'ONU, Biden fait un geste pour le climat","  ...  doubler le soutien financier aux pays en développement pour les aider à s'adapter au  réchauffement  climatique. En mobilisant 11,4 milliards de dollars par an d'ici à 2024, le président ..."
2021-09-23,Le Figaro,468mots,"Hubaut, Leonor",Les assureurs priés de réévaluer le risque climat,  ...  chargée des Services financiers. La Commission s'attaque aussi aux risques que fait peser le  changement  climatique sur la stabilité du système. Les inondations en Belgique et en Allemagne ont encore renforcé ...
2021-09-23,Le Figaro,602mots,"Paillot, Fabien",Tensions autour des « méga-bassines » d'eau niortaises,"  ...  la FNSEA défend farouchement ces ouvrages pour   « préserver l'outil agricole »  ,   « dans la perspective du  changement  climatique »   et pour   « atteindre la souveraineté alimentaire d'ici à 2050 »  , souligne Philippe Jougla, l'un ..."
2021-09-24,Le Figaro,474mots,"Guinot, Danièle",Assurances : des hausses de tarifs modérées en 2022,"  ...  proches de ceux des mutuelles, et leurs garanties sont bien conçues »  , souligne Cyrille ChartierKastler.  Réchauffement  climatique Les clients des assureurs traditionnels (Axa, Allianz, Generali...) devraient en revanche voir leurs primes augmenter ..."
2021-09-29,Le Figaro,749mots,"Bayart, Bertille",Énergie : la somme de toutes les peurs,"  ...  rencontre de beaucoup des plus grands défis de notre temps : reprise économique postCovid, pouvoir d'achat, construction européenne, lutte contre le  réchauffement  climatique et adhésion à l'économie de marché.  ..."
2021-09-30,Le Figaro,688mots,,Allemagne : libéraux et Verts espèrent incarner le renouveau,"...  ont trouvé davantage de réponses sur les problèmes qui les préoccupent le plus, comme le  changement  climatique » ,  estime Laura Schieritz, responsable des Jeunes libéraux FDP.  Néanmoins, les divergences programmatiques demeurent  de la ..."
2021-09-30,Le Figaro,670mots,"Guérin, Jean-Yves",Air France va baisser coûts et empreinte carbone avec cet avion,  ...  en matière de développement durable : baisser d'ici à 2030 ses émissions de gaz à  effet  de  serre et atteindre la neutralité carbone en 2050. L'achat des A220 n'est qu ...
2021-09-30,Le Figaro,761mots,"Frémont, Anne-Laure",Quel sera l'impact du réchauffement pour nos enfants ?,"  ...  la trajectoire des promesses politiques actuelles en termes de réduction des émissions de gaz à  effet  de  serre (ce qui nous amène à une hausse des températures d'environ + 2,4 °C ..."
2021-10-04,Le Figaro,644mots,,Redéfinissons les règles du commerce international,"...  également revenir à importer une large partie de nos réductions d'émissions de gaz à  effet  de  serre, et être responsables de déforestation.  Certes le défi est d'accélérer la transition écologique ..."
2021-10-04,Le Figaro,605mots,"Egloff, Emmanuel",Le quartier de la Défense se prépare pour le futur,"  ...  première pour un établissement public. Concrètement,   « nous visons une baisse des émissions de gaz à  effet  de  serre de 50 % d'ici 2030,  précise Georges Siffredi.  C'est ambitieux, mais réalisable. »   ..."
2021-10-05,Le Figaro,642mots,"Frémont, Anne-Laure","En été, 2,1 °C de moins dans les forêts d'Europe","  ...  de l'étude rappellent toutefois que l' « effet tampon » des forêts est menacé par le  réchauffement  climatique. « On sait que pour protéger la plante, les stomates se ferment à partir d'un ..."
2021-10-06,Le Figaro,790mots,"Cherki, Marc",Les modèles du climat récompensés par le Nobel,"  RECHERCHE  Moins d'un mois avant l'ouverture de la prochaine réunion mondiale sur le  changement  climatique, à Glasgow (RoyaumeUni), le prix Nobel de physique 2021 a été attribué aux sciences ..."
2021-10-06,Le Figaro,615mots,"Guérin, Jean-Yves",Le transport aérien fait le pari de la neutralité carbone en 2050,"  ...  pointé du doigt car il génère à peu près 3 % des émissions de gaz à  effet  de  serre sur la planète (900 millions de tonnes de CO2 par an). Du coup, une ..."
2021-10-11,Le Figaro,815mots,"COLLECTIF, COLLECTIF","Nous, Européens, avons besoin du nucléaire !",  ... 'Union européenne*. L'enjeu est crucial : avonsnous réellement l'ambition de lutter contre le  changement  climatique et de conquérir notre indépendance énergétique ? Allonsnous faire appel à nos meilleures armes pour ...
2021-10-12,Le Figaro,1104mots,"Bohineust, Armelle",La crise de l'énergie rend le monde plus dépendant du charbon,"  ...  de la COP26, la réunion mondiale qui scande les avancées de la lutte contre le  changement  climatique.  En Chine, le gouvernement vient d'autoriser la réouverture de mines de charbon et a ..."
2021-10-14,Le Figaro,1140mots,"Bonavita, Marie-Laetitia",Nicolas Baverez : « L'épidémie a révélé la profondeur de la crise des démocraties »,"  ...  priorités. Primo, sauvegarder une capacité de dialogue entre les grandes puissances sur la santé, le  réchauffement  climatique, la lutte contre le terrorisme. Secundo, réunifier les démocraties, avec la création d'une alliance ..."
2021-10-15,Le Figaro,290mots,"Dugua, Pierre-Yves",Joe Biden lance un plan sur l'éolien offshore,"  ...  son voyage en Écosse dans quelques jours pour la conférence des Nations unies sur le  changement  climatique (COP26), Joe Biden a grand besoin d'afficher ses engagements « verts » . Le passage au Congrès ..."
2021-10-16,Le Figaro,771mots,"Guérin, Jean-Yves",Air France et la SNCF ont fait la paix sur les lignes intérieures,  ... Paris. C'est que la crise sanitaire a rebattu les cartes : les enjeux liés au  réchauffement  climatique et les atouts du train moins émetteur de gaz à  effet  de  serre sont devenus ...
2021-10-16,Le Figaro,192mots,"Frémont, Anne-Laure",Le président chinois pourrait snober la COP26,"  ...  voir ce que va annoncer (ou non) la Chine, premier émetteur mondial de gaz à  effet  de  serre, Pékin a fait savoir que le président Xi Jinping ne se rendrait pas en ..."
2021-10-18,Le Figaro,502mots,"Guinot, Danièle",Les banques françaises ne financeront plus le pétrole de schiste,"  FINANCEMENT   Les banques françaises accélèrent dans la lutte contre le  réchauffement  climatique. Un peu moins de deux semaines avant la COP26 de Glasgow, la conférence de l'ONU sur le climat, les ..."
2021-10-19,Le Figaro,780mots,"Quinault-Maupoil, Tristan",François de Rugy : « Nos débats autour de l'écologie sont faussés par la dictature des symboles »,"  ...  nous sommes forts sur le nucléaire. Il permet de contribuer à baisser les gaz à  effet  de  serre. C'est un enjeu écologique, technologique et économique.  Vous n'avez plus peur du ..."
2021-10-21,Le Figaro,581mots,"Frémont, Anne-Laure",Climat : Total accusé de déni,"  ... Après l'article de 1971, plus mention du  changement  climatique dans la communication interne du groupe jusque vers la fin des années 1980, selon les auteurs de l'article, qui racontent que ..."
2021-10-23,Le Figaro,1459mots,"Reynaud, Stéphane",ACCÉLÉRATION VERS LE FUTUR,"  ...  par le grain, la feuille ou le cep, et surtout faire face aux défis du  réchauffement  climatique, le problème numéro un de l'industrie vitivinicole. Au programme aussi, l'analyse de l ..."
2021-10-23,Le Figaro,338mots,"Guérin, Jean-Yves",voitures neuves : l'hybride devance le diesel en Europe,"  ...  constructeurs européens d'automobiles). Une première. Sur un an, cette motorisation, clouée au pilori du  réchauffement  climatique, a perdu 10 points. Avec 381 473 véhicules écoulés au troisième trimestre, ses ventes ont ..."
2021-10-25,Le Figaro,562mots,"Morvan, Vincent-Xavier",Le climat s'invite à l'agenda des maires européens,"  ...  de l'European Forum for Urban Security (Efus) ont adopté un manifeste tenant compte du  changement  climatique. Depuis l'acte I, signé en 2017 à Barcelone, le terrorisme islamiste n'est plus ..."
2021-10-26,Le Figaro,789mots,"Cherki, Marc",Nouveau record pour les concentrations de gaz à effet de serre en 2020,"  ...  d'émissions de CO2 entre 2010 et 2018.  «   L'augmentation des concentrations de gaz à  effet  de  serre met en péril les objectifs de l'accord de Paris sur le climat »  , prévient ..."
2021-10-26,Le Figaro,1578mots,"Vanlerberghe, Cyrille","À Madagascar, la première famine climatique","  ...  doute, Madagascar est frappée par la première famine due au réchauffement.   « Notre pays souffre du  changement  climatique alors qu'il est l'un de plus petits émetteurs de gaz à  effet de ..."
2021-10-26,Le Figaro,99mots,,LE changement climatique pris en compte,"Les chiffrages de chacun des six scénarios ont été réalisés en prenant en compte le  changement  climatique. RTE a travaillé avec MétéoFrance.   « Nous avons simulé l'équilibre du système électrique, au ..."
2021-10-27,Le Figaro,869mots,"Bohineust, Armelle","Le méthane, l'autre grande menace pour le climat","  ÉNERGIE   Le méthane est désormais au coeur de la lutte contre le  changement  climatique. Le Parlement européen a réclamé la semaine dernière un accord mondial à l'occasion de la COP26, le ..."
2021-10-27,Le Figaro,675mots,"Cherki, Marc","Un gaz plus réchauffant, un levier d'action plus efficace","  Le méthane est le deuxième gaz contribuant à l'effet  de  serre lié aux activités humaines, après le dioxyde de carbone (CO2). Ses émissions ont contribué à 0,5° C de la ..."
2021-10-28,Le Figaro,859mots,"Sturgeon, Nicola",« Les pays au riche passé industriel ont une responsabilité particulière »,"  ...  aussi élevés, et les pays comme l'Écosse, qui ont contribué de manière disproportionnée au  changement  climatique, doivent faire plus  pour le combattre. La semaine prochaine, des dirigeants, des délégués, des scientifiques ..."
2021-10-28,Le Figaro,98mots,"Vox, Figaro",CHANGEMENT CLIMATIQUE,"  ...  l'opinion des pays occidentaux est de plus en plus sensible à la question du  réchauffement  climatique. Inventeurs de la croissance et de l'industrialisation, ces pays ontils un rôle particulier ..."
2021-10-28,Le Figaro,977mots,"Saint Etienne, Christian","« Cessons de culpabiliser l'Europe pour sa part dans la pollution, qui est minime ! »","  ...  ce sont ces nations qui sont le plus  pointées du doigt, déploretil. Le  réchauffement  climatique est avéré et ses conséquences sont significatives. Partant de ce constat, une certaine propagande écologiste ..."
2021-10-28,Le Figaro,320mots,"Puech, Benjamin","RÉCHAUFFEMENT CLIMATIQUE, CHAUD DEVANT","  ... Submersion du littoral breton Entre deux rengaines alarmistes, le film aborde les études sur le  réchauffement  climatique. Selon les projections du service scientifique de la Commission européenne, les deux degrés de plus ..."
2021-10-28,Le Figaro,533mots,"Lentschner, Keren",Solvay accélère sa conversion aux énergies vertes,  ... 'entreprise va donc un cran plus loin. Elle prévoit par ailleurs une réduction de 30 % de ses émissions de gaz à  effet  de  serre à horizon 2030 (contre 26 % prévu initialement).  ...
2021-10-29,Le Figaro,1147mots,"Frémont, Anne-Laure","« Si l'on veut tenir l'objectif de + 1,5 °C, il faut que les pays révi sent leurs ambitions dès [...]",  ...  pays avaient cinq ans pour transformer leurs intentions de réduction des émissions de gaz à  effet  de  serre en contribution définitive à la lutte contre le  réchauffement  climatique. Certains pays n'avaient ...
2021-10-29,Le Figaro,814mots,"Cherki, Marc",Forêts : quand les poumons du monde cessent de le faire respirer,"  ...  le pâturage illégal, voire la déforestation pour étendre des cultures arables. D'autre part, le  changement  climatique, qui provoque déjà des pics de chaleur remarquables et favorise des sécheresses historiques générant notamment ..."
2021-10-30,Le Figaro,524mots,"Picard, Maurin",Le président américain Joe Biden arrive les mains vides à Glasgow,  ...  C'est un camouflet sérieux pour celui qui avait fait de la lutte contre le  changement  climatique une priorité électorale en 2020 et fixé un objectif audacieux : réduire de 50 % les émissions ...
2021-10-30,Le Figaro,208mots,,Climat : un sommet pour remobiliser le monde,"...  s'étaient donné cinq ans pour faire le point sur leurs émissions de gaz à  effet  de  serre et formuler de nouveaux engagements, plus ambitieux. Avec un an de retard, pandémie oblige ..."
2021-10-30,Le Figaro,670mots,"Thomas, Romain Pierre",Comment mettre son épargne au service de la planète ?,  ...  de sociétés mettant en oeuvre une véritable politique de réduction des émissions de gaz à  effet  de  serre. C'est par exemple le cas de MAM Transition Durable Actions.   « Nous privilégions les ...
2021-10-30,Le Figaro,672mots,"de La Grange, Arnaud",Boris Johnson craint un échec des négociations,  ...  Boris Johnson a relevé à 78 % son objectif de réduction des émissions de gaz à  effet  de  serre d'ici à 2035 (par rapport au niveau de 1990). Le dirigeant conservateur entend ...
2021-10-30,Le Figaro,955mots,"Frémont, Anne-Laure","À Glasgow, un sommet pour remobiliser le monde sur le climat",  ...  appelé à définir ses propres objectifs en termes de réduction des émissions de gaz à  effet  de  serre (les fameuses « contributions déterminées au niveau national » ou CDN) et à les mettre à ...
2021-10-30,Le Figaro,698mots,"Cherki, Marc",Quels sont les gaz à effet de serre et comment réchauffent-ils la planète ?,  ...  la Terre ne serait qu'une boule gelée. C'est la présence de gaz à  effet  de  serre qui permet de conserver une grande partie de l'énergie qui nous vient du ...
2021-10-30,Le Figaro,1083mots,"Frémont, Anne-Laure, Quinault-Maupoil, Tristan",Barbara Pompili : « Il faut sortir de la rhétorique de la dernière chance qui enferme dans une logique d'échec [...],"  ...  ont signé l'accord de Paris), ne représentent que 60 % des émissions de gaz à  effet  de  serre du monde. Cette trajectoire nous mène à une augmentation de 2,7 °C de ..."
2021-11-01,Le Figaro,863mots,"Devecchio, Alexandre",François Heisbourg : « Le risque de guerre est plus élevé qu'avant la pandémie »,"  ...  risque telle d'accroître les tensions ? La Chine, premier émetteur mondial de gaz à  effet  de  serre explique qu'elle ne commencera pas à diminuer ses émissions avant 2030... Le jeu ..."
2021-11-01,Le Figaro,797mots,"Baverez, Nicolas",Qu'attendre de la COP26 ?,"  ...  du G20 sont aujourd'hui en position de respecter leurs objectifs de lutte contre le  réchauffement  climatique, au premier rang desquels l'Union européenne. À l'inverse, la Chine, premier pollueur mondial ..."
2021-11-01,Le Figaro,735mots,"Frémont, Anne-Laure",Les pays les plus vulnérables « ne survivraient pas dans un monde à + 2 °C de plus »,"  ...  en passant par l'Éthiopie, le Bangladesh ou Vanuatu) parmi les plus menacées par le  réchauffement  climatique qui représente à lui seul 1 milliard de personnes. Comme l'explique Mohamed Nasheed, pour ..."
2021-11-01,Le Figaro,980mots,"Frémont, Anne-Laure","Limiter le réchauffement à 1,5 °C, un objectif ambitieux mais indispensable","  ...  pays » , déclarent les membres du G20, qui représentent 80 % des émissions mondiales de gaz à  effet  de  serre. Ils ont également annoncé la fin du financement de nouveaux projets de centrales à ..."
2021-11-01,Le Figaro,97mots,,"Limiter le réchauffement à 1,5 °C, objectif de la COP26","...  l'objectif le plus ambitieux fixé par l'accord de Paris en 2015 : limiter le  réchauffement  climatique à 1,5 °C audessus des niveaux préindustriels. Une nécessité sur laquelle les dirigeants ..."
2021-11-01,Le Figaro,268mots,"Bohineust, Armelle",Catastrophes naturelles : la facture pourrait exploser,"  ...  jeudi par la Fédération française des assurances (FFA). Sachant que l'objectif de limitation du  réchauffement  climatique à 1,5 °C retenu dans l'accord de Paris en 2015 a peu de ..."
2021-11-02,Le Figaro,1169mots,"Guérin, Jean-Yves","Jean-Pierre Farandou : « Mon concurrent principal, c'est la route »","  ...  place pour faire du business rentable en transportant des marchandises. Et, pour lutter contre le  réchauffement  climatique, il faut moins de camions et plus de trains. Avezvous besoin d'une nouvelle ..."
2021-11-02,Le Figaro,732mots,"Girard, Renaud","L'UE, l'idiot utile du combat climatique","  ÀGlasgow a commencé, le 1er novembre 2021, la grandmesse internationale annuelle consacrée au  changement  climatique. C'est la COP26, ou 26e conférence des parties. Ces parties sont les 195 pays, plus ..."
2021-11-06,Le Figaro,1367mots,"Frémont, Anne-Laure","À Glasgow, une semaine partagée entre couacs d'organisation et effets d'annonce","  ...  chinois Xi Jinping (à lui seul, son pays émet pourtant un quart des gaz à  effet  de  serre de la planète) et ses homologues russe (Vladimir Poutine), brésilien (Javier Bolsonaro) ou encore ..."
2021-11-06,Le Figaro,542mots,"Frémont, Anne-Laure",Fabius : « L'aspect psychologique d'une COP est très important »,"  ...  car cela peut apporter une contribution importante et rapide à la diminution des gaz à  effet  de  serre. Sur la déforestation, c'est plus contestable, on a vu la réaction de l ..."
2021-11-09,Le Figaro,640mots,"Nicot, Marie","Le béton de chanvre, matériau anti-CO2","  ...  janvier 2022, les constructeurs devront changer leurs pratiques pour réduire les émissions de gaz à  effet  de  serre afin de lutter contre le  réchauffement  climatique. La variété de chanvre utilisée dans le ..."
2021-11-09,Le Figaro,355mots,"Galtier, Clara",La relocalisation au secours du climat,  ...  ou en Inde peut émettre en effet jusqu'à dix fois plus de gaz à  effet  de  serre qu'en France. Non seulement les pays asiatiques à bas coût de production consomment ...
2021-11-09,Le Figaro,798mots,"Rousseau, Hervé",Euronext reste à l'affût d'acquisitions,"  ...  nouveau plan stratégique « Growth for Impact » , mettant ainsi l'accent sur la lutte contre le  réchauffement  climatique. Ces derniers temps, le groupe a multiplié les initiatives dans ce domaine. Il a notamment ..."
2021-11-09,Le Figaro,711mots,"Robin, Jean-Pierre","Après quatre échecs avec la taxe carbone, comment s'y prendre ?","  ...  fameuse « neutralité carbone » , à faire en sorte que s'équilibrent les émissions de gaz à  effet  de  serre et leur retrait de l'atmosphère par l'homme ou de son fait ? D ..."
2021-11-09,Le Figaro,913mots,"de Malet, Caroline",Ils ne veulent pas d'enfants en réaction à la crise climatique,"  ...  en plus touchée par l'écoanxiété, ou solastalgie. 84 % des jeunes occidentaux se déclarent inquiets à propos du  réchauffement  climatique, 59 % extrêmement inquiets et 40 % hésitent à faire des enfants.  ..."
2021-11-09,Le Figaro,677mots,"Lestavel, Thomas",Des applis pour réduire l'impact carbone de son assiette,  ...  dérèglement climatique. L'alimentation humaine représente en effet 35 % des émissions mondiales de gaz à  effet  de  serre. Les engrais et pesticides dégradent les sols et les réserves en eau. Sans oublier ...
2021-11-10,Le Figaro,870mots,"Cherki, Marc",Sur la voie d'un réchauffement limité à 2 °C en 2100 ?,"  ... °C en 2100, à condition que toutes les nouvelles promesses de réductions de gaz à  effet  de  serre des pays et des initiatives dévoilées à la COP26 la semaine passée, soient bien ..."
2021-11-10,Le Figaro,768mots,"Guinot, Danièle",La finance privée au coeur de la transition énergétique,"  ... 'ONU, elle vise à mobiliser le monde de la finance dans la lutte contre le  changement  climatique. Cette alliance réunit désormais 450 banques, compagnies d'assurances et gestionnaires d'actifs de 45 ..."
2021-11-11,Le Figaro,739mots,"Cherki, Marc",Le découplage est amorcé entre croissance et émissions de CO2,"  ...  à Glasgow, des progrès significatifs sont enregistrés vers la réduction des émissions de gaz à  effet  de  serre. Il y a   « une déconnexion entre la croissance économique et la consommation d'énergie ..."
2021-11-11,Le Figaro,685mots,"Frémont, Anne-Laure",Le Royaume-Uni propose une ébauche de déclaration finale,"  ...  les objectifs de l'accord de Paris de 2015 en reconnaissant « que les impacts du  changement  climatique seront beaucoup plus faibles avec une augmentation de la température globale de 1,5 °C ..."
2021-11-11,Le Figaro,623mots,"Cherki, Marc",La France est trop lente à faire baisser ses émissions de gaz à effet de serre,"  ... (HCC), instance indépendante créée fin 2018, sur la baisse française des émissions de gaz à  effet  de  serre avec 1,9 % de repli en 2019 et 9 % en 2020. Mais la pandémie ..."
2021-11-11,Le Figaro,593mots,"Vanlerberghe, Cyrille",Accord inattendu entre la Chine et les États-Unis à la COP26 à Glasgow,"  ...  COP26. La Chine et les ÉtatsUnis, les deux plus gros émetteurs de gaz à  effet  de  serre de la planète ont conclu une « déclaration conjointe sur le renforcement de l'action ..."
2021-11-11,Le Figaro,988mots,"Douet, Frédéric","« L'ISF climatique » , une proposition qui conjugue fiscalité punitive et rééducation",  ...  émettraient le plus de CO2 .Ce second rapport soutient que les 10 % les plus fortunés seraient à l'origine de la moitié des émissions mondiales de gaz à  effet  de  serre.  ...
2021-11-12,Le Figaro,552mots,"Bodescot, Anne",Engie mise sur l'énergie renouvelable en Espagne,"  ...  MacGregor. Crédit agricole assurance, lui, y voit une nouvelle étape dans sa lutte contre le  changement  climatique. Il avance ainsi vers l'objectif qu'il s'est fixé : doubler ses investissements dans ..."
2021-11-12,Le Figaro,591mots,"Frémont, Anne-Laure","L'adaptation, enjeu majeur pour l'Afrique","  CLIMAT  Si elle émet peu de gaz à  effet  de  serre, l'Afrique est le continent le plus vulnérable face au  changement  climatique. Chaleurs extrêmes, sécheresses, inondations meurtrières... Selon l'indice mondial ..."
2021-11-13,Le Figaro,634mots,"Frémont, Anne-Laure","Le défi des 1,5 °C reste au coeur des débats","  ...  les clous du + 1,5° C, il faudrait réduire les émissions mondiales de gaz à  effet  de  serre de 45 % d'ici à 2030... « On avance dans la bonne direction, on se ..."
2021-11-15,Le Figaro,1026mots,"Frémont, Anne-Laure, Cheyvialle, Anne","COP26 : entre frustrations et progrès, un bilan mitigé","  ...  à toutes les attentes et maintient à peine en vie l'objectif de limiter le  réchauffement  climatique à 1,5 °C fixé par l'accord de Paris. Mais alors que le pessimisme ..."
2021-11-15,Le Figaro,630mots,"Guichard, Guillaume",Compensation carbone : les faux-semblants de la reforestation,"  L'OBJECTIF des négociations de la COP est de réduire les émissions de gaz à  effet  de  serre, une tâche qui se révèle parfois impossible pour certains secteurs de l'économie. D ..."
2021-11-15,Le Figaro,625mots,"Cohen, Dinah",Barbara Pompili défend le « pragmatisme » de la politique énergétique française,"  ...  rendre l'écologie raciste , atelle aussi dénoncé.  Quand il dit texto que le  réchauffement  climatique est dû à la démographie galopante, notamment en Afrique, c'est totalement faux et c ..."
