number_volume,number_issue,number_article,year,period,type_decide,type_1,type_2,name_book,name_book_words,name_book_len,keyword,author_number,author_info,country_list,author_mutiple_country,judge_mutiple_country_article,page_start,page_end,page_quant,date_receive,date_accept,date_online,views,Crossref,Web_of_Science
21,1,2,2019,2019-1,article,Article,Articles,political shades of ‘we’: sociotropic uncertainty and multiple political identification in europe,"['political', 'shade', '‘', 'sociotropic', 'uncertainty', 'multiple', 'political', 'identification', 'europe']",97.0,"['Multiple identification', 'political identity', 'uncertainty', 'political trust', 'economic expectations', 'societal pessimism']",2,"[('Eefje H. Steenvoorden', 'female', ""['Netherlands']"", ' Department of Political Science, University of Amsterdam, Amsterdam, Netherlands', 'https://www.tandfonline.com/author/Steenvoorden%2C+Eefje+H'), ('Matthew Wright', 'male', ""['United States']"", ' Department of Government, American University, Washington, DC, USA', 'https://www.tandfonline.com/author/Wright%2C+Matthew')]","[('Netherlands', 1), ('United States', 1)]",0,1,4,32,29,19 Aug 2016,22 Nov 2018,30 Nov 2018,986,1,0
21,1,3,2019,2019-1,article,Article,Articles,the right(s) and minimum income in hard times: southern and eastern europe compared,"['right', 'minimum', 'income', 'hard', 'time', 'southern', 'eastern', 'europe', 'compared']",83.0,"['Right parties', 'political competition', 'social policy', 'political cleavages', 'poverty']",4,"[('Marcello Natili', 'male', ""['Italy']"", ' Department of Social and Political Sciences, University of Milan, Milan, Italy', 'https://www.tandfonline.com/author/Natili%2C+Marcello'), ('Matteo Jessoula', 'male', ""['Italy']"", ' Department of Social and Political Sciences, University of Milan, Milan, Italy', 'https://www.tandfonline.com/author/Jessoula%2C+Matteo'), ('Ilaria Madama', 'female', ""['Italy']"", ' Department of Social and Political Sciences, University of Milan, Milan, Italy', 'https://www.tandfonline.com/author/Madama%2C+Ilaria'), ('Manos Matsaganis', 'male', ""['Italy']"", ' Department of Architecture and Urban Studies, Polytechnic University of Milan, Milan, Italy', 'https://www.tandfonline.com/author/Matsaganis%2C+Manos')]","[('Italy', 4)]",0,0,33,51,19,01 Nov 2017,20 May 2018,11 Jul 2018,216,4,0
21,1,4,2019,2019-1,article,Article,Articles,the ‘thin’ and ‘thick’ needs of roma: a participatory mixed methods study,"['‘', 'thin', '‘', 'thick', 'need', 'rom', 'participatory', 'mixed', 'method', 'study']",73.0,"['Roma', 'needs', 'participation', 'mixed methods', 'community']",22,"[('Patricia Kennedy', 'female', ""['Australia']"", ' School of Health and Society, University of Wollongong, Wollongong, NSW, Australia', 'https://www.tandfonline.com/author/Kennedy%2C+Patricia'), ('Siobhán Curran', 'unknown', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Curran%2C+Siobh%C3%A1n'), ('Gabi Muntaen', 'female', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Muntaen%2C+Gabi'), ('Tica Munteanu', 'female', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Munteanu%2C+Tica'), ('Emilia Caldaras', 'female', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Caldaras%2C+Emilia'), ('Emmanuel Caldaras', 'male', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Caldaras%2C+Emmanuel'), ('Emil Alex Petrovics', 'male', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Petrovics%2C+Emil+Alex'), ('Isaac Ianko', 'male', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Ianko%2C+Isaac'), ('Angela Cirpaci', 'female', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Cirpaci%2C+Angela'), ('Mariana Pruteanu', 'female', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Pruteanu%2C+Mariana'), ('Delia Danila', 'unknown', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Danila%2C+Delia'), ('Jennifer Ciuciu', 'female', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Ciuciu%2C+Jennifer'), ('Ricardo Munteanu', 'male', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Munteanu%2C+Ricardo'), ('Joseph Duna', 'male', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Duna%2C+Joseph'), ('Roman Bartos', 'male', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Bartos%2C+Roman'), ('Julius Fako', 'male', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Fako%2C+Julius'), ('Miriam Ciuciu', 'female', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Ciuciu%2C+Miriam'), ('Carmen Lupsa', 'female', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Lupsa%2C+Carmen'), ('Tiberius Fusteac', 'male', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Fusteac%2C+Tiberius'), ('Helena Dunova', 'female', ""['Ireland']"", ' Pavee Point Traveller and Roma Centre, Dublin, Ireland', 'https://www.tandfonline.com/author/Dunova%2C+Helena'), ('Niamh Flanagan', 'female', ""['Ireland']"", ' Department of Applied Social Studies, National University of Ireland Maynooth, Co. Kildare, Ireland', 'https://www.tandfonline.com/author/Flanagan%2C+Niamh'), ('Shannon O’Donovan', 'mostly_female', ""['Ireland']"", ' School of Applied Social Science, University College Dublin, Dublin, Ireland', 'https://www.tandfonline.com/author/O%27Donovan%2C+Shannon')]","[('Australia', 1), ('Ireland', 21)]",0,1,52,75,24,10 Apr 2017,09 Jun 2018,27 Jul 2018,296,1,8
21,1,5,2019,2019-1,article,Article,Articles,‘moralising’ welfare and migration in austerity britain: a backdrop to brexit,"['‘', 'moralising', 'welfare', 'migration', 'austerity', 'britain', 'backdrop', 'brexit']",77.0,"['Moralisation', 'Brexit', 'civic stratification']",1,"[('L. D. Morris', 'unknown', ""['United Kingdom']"", ' Department of Sociology, University of Essex, Colchester, UK', 'https://www.tandfonline.com/author/Morris%2C+L+D')]","[('United Kingdom', 1)]",0,0,76,100,25,06 Feb 2017,01 Feb 2018,08 Mar 2018,641,3,0
21,1,6,2019,2019-1,article,Article,Articles,the fertility of male immigrants: a comparative study on six western european countries,"['fertility', 'male', 'immigrant', 'comparative', 'study', 'six', 'western', 'european', 'country']",87.0,"['Migrants', 'fertility', 'comparison', 'population']",2,"[('Stefano Cantalini', 'male', ""['Italy']"", ' Department of Social and Political Sciences, University of Milan, Milan, Italy', 'https://www.tandfonline.com/author/Cantalini%2C+Stefano'), ('Nazareno Panichella', 'male', ""['Italy']"", ' Department of Social and Political Sciences, University of Milan, Milan, Italy', 'https://www.tandfonline.com/author/Panichella%2C+Nazareno')]","[('Italy', 2)]",0,0,101,129,29,02 Dec 2017,09 Jul 2018,28 Aug 2018,177,3,1
21,1,7,2019,2019-1,article,Article,Articles,individual and household in-work poverty in europe: understanding the role of labor market characteristics,"['individual', 'household', 'in-work', 'poverty', 'europe', 'understanding', 'role', 'labor', 'market', 'characteristic']",106.0,"['Working poor', 'household poverty', 'female employment', 'involuntary part-time', 'low-wage']",2,"[('Marianna Filandri', 'female', ""['Italy']"", ' Department of Cultures, Politics and Society, University of Turin, Turin, Italy', 'https://www.tandfonline.com/author/Filandri%2C+Marianna'), ('Emanuela Struffolino', 'female', ""['Germany']"", ' Berlin Social Science Center, Berlin, Germany; Humboldt University of Berlin, Department of Micrososiology, Berlin, Germany', 'https://www.tandfonline.com/author/Struffolino%2C+Emanuela')]","[('Italy', 1), ('Germany', 1)]",0,1,130,157,28,01 Jun 2017,27 Sep 2018,29 Oct 2018,"2,501",6,0
21,1,8,2019,2019-1,article,Article,Articles,change in the gender division of domestic work after mothers or fathers took leave: exploring alternative explanations,"['change', 'gender', 'division', 'domestic', 'work', 'mother', 'father', 'took', 'leave', 'exploring', 'alternative', 'explanation']",118.0,"['Childcare', 'gender division of labour', 'housework', 'parenthood', 'parental leave', 'family policy']",2,"[('Pia S. Schober', 'female', ""['Germany']"", ' Department of Sociology, University of Tuebingen, Tuebingen, Germany; German Institute of Economic Research, Berlin, Germany', 'https://www.tandfonline.com/author/Schober%2C+Pia+S'), ('Gundula Zoch', 'female', ""['Germany']"", ' Bamberg Graduate School of Social Sciences, Bamberg, Germany', 'https://www.tandfonline.com/author/Zoch%2C+Gundula')]","[('Germany', 2)]",0,0,158,180,23,27 Oct 2016,02 Apr 2018,27 Apr 2018,716,7,3
21,2,1,2019,2019-2,editorial,editorial,Editorial,how does a ‘crisis’ change us?,"['doe', '‘', 'crisis', 'change', 'u']",30.0,[],1,"[('Michalis Lianos', 'male', '[]', '<span class=""corr-sec"">', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]",[],0,0,181,182,2,,,01 May 2019,402,0,0
21,2,2,2019,2019-2,introduction,introduction,Introduction,european citizens in times of crisis,"['european', 'citizen', 'time', 'crisis']",36.0,[],2,"[('Maria Grasso', 'female', ""['United Kingdom']"", ' Department of Politics, University of Sheffield, Sheffield, UK', 'https://www.tandfonline.com/author/Grasso%2C+Maria'), ('Marco Giugni', 'male', ""['Switzerland']"", ' Department of Political Science and International Relations, University of Geneva, Geneva, Switzerland', 'https://www.tandfonline.com/author/Giugni%2C+Marco')]","[('United Kingdom', 1), ('Switzerland', 1)]",0,1,183,189,7,,,01 May 2019,728,2,2
21,2,3,2019,2019-2,article,Article,Articles,"deprivation, class and crisis in europe: a comparative analysis","['deprivation', 'class', 'crisis', 'europe', 'comparative', 'analysis']",63.0,"['Class', 'deprivation', 'crisis', 'Europe', 'comparative']",4,"[('Maria Grasso', 'female', ""['United Kingdom']"", ' Department of Politics, University of Sheffield, Sheffield, UK', 'https://www.tandfonline.com/author/Grasso%2C+Maria'), ('Sotirios Karampampas', 'male', ""['United Kingdom']"", ' Department of Politics, University of Sheffield, Sheffield, UK', 'https://www.tandfonline.com/author/Karampampas%2C+Sotirios'), ('Luke Temple', 'male', ""['United Kingdom']"", ' Department of Politics, University of Sheffield, Sheffield, UK', 'https://www.tandfonline.com/author/Temple%2C+Luke'), ('Barbara Yoxon', 'female', ""['United Kingdom']"", ' Department of Politics, University of York, Heslington, York, UK', 'https://www.tandfonline.com/author/Yoxon%2C+Barbara')]","[('United Kingdom', 4)]",0,0,190,213,24,25 Jul 2016,01 Feb 2018,04 Apr 2019,337,1,12
21,2,4,2019,2019-2,article,Article,Articles,‘subjective europeanization’: do inner-european comparisons affect life satisfaction?,"['‘', 'subjective', 'europeanization', 'inner-european', 'comparison', 'affect', 'life', 'satisfaction']",85.0,"['Europeanization', 'reference groups', 'relative deprivation', 'life satisfaction', 'perception of living standards']",2,"[('Christian Lahusen', 'male', ""['Germany']"", ' Department of Social Sciences, Faculty of Arts, University of Siegen, Siegen, Germany', 'https://www.tandfonline.com/author/Lahusen%2C+Christian'), ('Johannes Kiess', 'male', ""['Germany']"", ' Department of Social Sciences, Faculty of Arts, University of Siegen, Siegen, Germany', 'https://www.tandfonline.com/author/Kiess%2C+Johannes')]","[('Germany', 2)]",0,0,214,236,23,21 Jul 2016,05 Apr 2017,19 Feb 2018,632,3,0
21,2,5,2019,2019-2,article,Article,Articles,experienced and anticipated changes in household economic situation and childless women’s short-term intentions to become mothers,"['experienced', 'anticipated', 'change', 'household', 'economic', 'situation', 'childless', 'woman', 'short-term', 'intention', 'become', 'mother']",129.0,"['Fertility intentions', 'childbearing', 'economic situation']",1,"[('Anna Kurowska', 'female', ""['Poland']"", ' Faculty of Political Science and International Studies, University of Warsaw, Warsaw, Poland', 'https://www.tandfonline.com/author/Kurowska%2C+Anna')]","[('Poland', 1)]",0,0,237,255,19,29 Jul 2016,23 Nov 2018,27 Feb 2019,150,2,0
21,2,6,2019,2019-2,article,Article,Articles,economic crisis and support for progressive taxation in europe,"['economic', 'crisis', 'support', 'progressive', 'taxation', 'europe']",62.0,"['Redistribution', 'taxation', 'economic crisis', 'public opinion']",1,"[('Jordi Garcia-Muniesa', 'male', ""['Spain']"", ' Department of Political Science and Public Law, Universitat Autònoma de Barcelona, Cerdanyola del Vallès, Spain', 'https://www.tandfonline.com/author/Garcia-Muniesa%2C+Jordi')]","[('Spain', 1)]",0,0,256,279,24,25 Jul 2016,02 Nov 2018,22 Nov 2018,232,2,2
21,2,7,2019,2019-2,article,Article,Articles,prejudice and relative deprivation: the effects of self-referenced individual relative deprivation on generalized prejudice in european democracies,"['prejudice', 'relative', 'deprivation', 'effect', 'self-referenced', 'individual', 'relative', 'deprivation', 'generalized', 'prejudice', 'european', 'democracy']",147.0,"['Relative deprivation', 'crisis', 'generalised prejudice', 'LIVEWHAT']",4,"[('Barbara Yoxon', 'female', ""['United Kingdom']"", ' Department of Politics, University of York, York, UK', 'https://www.tandfonline.com/author/Yoxon%2C+Barbara'), ('Maria Grasso', 'female', ""['United Kingdom']"", ' Department of Politics, University of Sheffield, Sheffield, UK', 'https://www.tandfonline.com/author/Grasso%2C+Maria'), ('Sotirios Karampampas', 'male', ""['United Kingdom']"", ' Department of Politics, University of Sheffield, Sheffield, UK', 'https://www.tandfonline.com/author/Karampampas%2C+Sotirios'), ('Luke Temple', 'male', ""['United Kingdom']"", ' Department of Politics, University of Sheffield, Sheffield, UK', 'https://www.tandfonline.com/author/Temple%2C+Luke')]","[('United Kingdom', 4)]",0,0,280,302,23,25 Jul 2016,02 Jun 2018,04 Mar 2019,305,0,4
21,2,8,2019,2019-2,article,review,Articles,"populist demand, economic development and regional identity across nine european countries: exploring regional patterns of variance","['populist', 'demand', 'economic', 'development', 'regional', 'identity', 'across', 'nine', 'european', 'country', 'exploring', 'regional', 'pattern', 'variance']",131.0,"['Populism', 'elites', 'regions', 'demand side', 'subnational variation']",3,"[('Steven M. Van Hauwaert', 'male', ""['Germany', 'United Kingdom']"", ' Department of Political Science, Johannes Gutenberg University Mainz, Mainz, Germany; Department of Politics, University of Surrey, Guildford, UK', 'https://www.tandfonline.com/author/van+Hauwaert%2C+Steven+M'), ('Christian H. Schimpf', 'male', ""['Germany']"", ' GESIS Leibniz Institute for the Social Sciences, Mannheim, Germany; GESS - University of Mannheim, Mannheim, Germany', 'https://www.tandfonline.com/author/Schimpf%2C+Christian+H'), ('Régis Dandoy', 'male', ""['Belgium', 'Japan']"", ' Center for Local Politics, Ghent University, Gent, Belgium; Waseda Institute for Advanced Studies, Waseda University, Tokyo, Japan', 'https://www.tandfonline.com/author/Dandoy%2C+R%C3%A9gis')]","[('Germany', 2), ('United Kingdom', 1), ('Belgium', 1), ('Japan', 1)]",2,1,303,325,23,20 Jul 2016,23 Nov 2018,01 May 2019,403,2,3
21,3,1,2019,2019-3,article,Article,Articles,structure versus agency: a cross-national examination of discrimination and the internalization of negative stereotypes,"['structure', 'versus', 'agency', 'cross-national', 'examination', 'discrimination', 'internalization', 'negative', 'stereotype']",119.0,"['Race/ethnicity', 'stratification processes', 'negative stereotypes', 'stigma', 'discrimination']",1,"[('Boróka B. Bó', 'unknown', ""['United States']"", ' Departments of Sociology and Demography, University of California, Berkeley, CA, USA', 'https://www.tandfonline.com/author/B%C3%B3%2C+Bor%C3%B3ka+B')]","[('United States', 1)]",0,0,327,355,29,25 Jul 2018,24 Feb 2019,28 Mar 2019,291,0,15
21,3,2,2019,2019-3,article,Article,Articles,nudging gender desegregation: a field experiment on the causal effect of information barriers on gender inequalities in higher education,"['nudging', 'gender', 'desegregation', 'field', 'experiment', 'causal', 'effect', 'information', 'barrier', 'gender', 'inequality', 'higher', 'education']",136.0,"['Field experiment', 'gender segregation', 'higher education', 'information', 'returns to education']",4,"[('Carlo Barone', 'male', ""['France']"", ' Sciences Po – OSC, Paris, France', 'https://www.tandfonline.com/author/Barone%2C+Carlo'), ('Antonio Schizzerotto', 'male', ""['Italy']"", ' FBK IRVAPP, Trento, Italy; Department of Sociology, University of Trento, Trento, Italy', 'https://www.tandfonline.com/author/Schizzerotto%2C+Antonio'), ('Giulia Assirelli', 'female', ""['Italy']"", ' Department of Sociology, Catholic University of Milan, Milan, Italy', 'https://www.tandfonline.com/author/Assirelli%2C+Giulia'), ('Giovanni Abbiati', 'male', ""['Italy']"", ' FBK IRVAPP, Trento, Italy', 'https://www.tandfonline.com/author/Abbiati%2C+Giovanni')]","[('France', 1), ('Italy', 3)]",0,1,356,377,22,20 Oct 2017,01 Feb 2018,04 Mar 2018,776,7,4
21,3,3,2019,2019-3,article,Article,Articles,part-time work and gender inequality in europe: a comparative analysis of satisfaction with work–life balance,"['part-time', 'work', 'gender', 'inequality', 'europe', 'comparative', 'analysis', 'satisfaction', 'work–life', 'balance']",109.0,"['Work–life balance', 'part-time work', 'gender inequality', 'Europe']",5,"[('Barbara Beham', 'female', ""['Germany']"", ' Department of Business and Economics, Berlin School of Economics and Law, Berlin, Germany', 'https://www.tandfonline.com/author/Beham%2C+Barbara'), ('Sonja Drobnič', 'female', ""['Germany']"", ' Research Center on Inequality and Social Policy (SOCIUM), University of Bremen, Bremen International Graduate School of Social Sciences (BIGSSS), Bremen, Germany', 'https://www.tandfonline.com/author/Drobni%C4%8D%2C+Sonja'), ('Patrick Präg', 'male', ""['United Kingdom']"", ' Department of Sociology, Oxford University and Nuffield College, Oxford, UK', 'https://www.tandfonline.com/author/Pr%C3%A4g%2C+Patrick'), ('Andreas Baierl', 'male', ""['Austria']"", ' Austrian Institute for Family Studies, University of Vienna, Vienna, Austria', 'https://www.tandfonline.com/author/Baierl%2C+Andreas'), ('Janin Eckner', 'female', ""['Germany']"", ' Department of Business and Economics, Berlin School of Economics and Law, Berlin, Germany', 'https://www.tandfonline.com/author/Eckner%2C+Janin')]","[('Germany', 3), ('United Kingdom', 1), ('Austria', 1)]",0,1,378,402,25,01 Aug 2017,26 Apr 2018,18 May 2018,"1,678",14,12
21,3,4,2019,2019-3,article,Article,"Articles
 ",the changing sexual life course of gay men and lesbians in contemporary italy,"['changing', 'sexual', 'life', 'course', 'gay', 'men', 'lesbian', 'contemporary', 'italy']",77.0,"['Sexuality', 'gender', 'Italy']",1,"[('Luigi La Fauci', 'male', ""['Italy']"", ' Department of Political and Social Sciences, University of Bologna, Bologna, Italy', 'https://www.tandfonline.com/author/la+Fauci%2C+Luigi')]","[('Italy', 1)]",0,0,403,421,19,08 Oct 2017,09 Jul 2018,22 Aug 2018,167,0,0
21,3,5,2019,2019-3,article,Article,Articles,the anti-gender movement in italy: catholic participation between electoral and protest politics,"['anti-gender', 'movement', 'italy', 'catholic', 'participation', 'electoral', 'protest', 'politics']",96.0,"['Social movements', 'parties', 'gender', 'religion', 'politics', 'Italy']",2,"[('Anna Lavizzari', 'female', ""['Italy']"", ' Department of Political and Social Sciences, Scuola Normale Superiore, Florence, Italy', 'https://www.tandfonline.com/author/Lavizzari%2C+Anna'), ('Massimo Prearo', 'male', ""['Italy']"", ' Department of Humanities, University of Verona, Verona, Italy', 'https://www.tandfonline.com/author/Prearo%2C+Massimo')]","[('Italy', 2)]",0,0,422,442,21,07 May 2018,11 Aug 2018,26 Oct 2018,723,11,10
21,3,6,2019,2019-3,correction,correction,Correction,correction,['correction'],10.0,[],0,[],[],0,0,443,443,1,,,02 Jun 2019,167,0,0
21,4,1,2019,2019-4,editorial,editorial,Editorial,right on the political target,"['right', 'political', 'target']",29.0,[],1,"[('Michalis Lianos', 'male', ""['France']"", ' University of Rouen', 'https://www.tandfonline.com/author/Lianos%2C+Michalis')]","[('France', 1)]",0,0,445,446,2,,,08 Aug 2019,365,0,0
21,4,2,2019,2019-4,article,Article,Articles,the far right as social movement,"['far', 'right', 'social', 'movement']",32.0,"['Far right', 'social movements', 'political parties', 'activism', 'mobilisation']",2,"[('Pietro Castelli Gattinara', 'male', ""['Norway']"", ' Centre for Research on Extremism (C-REX), University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Castelli+Gattinara%2C+Pietro'), ('Andrea L. P. Pirro', 'female', ""['Italy']"", ' Department of Political and Social Sciences, Scuola Normale Superiore, Florence, Italy', 'https://www.tandfonline.com/author/Pirro%2C+Andrea+L+P')]","[('Norway', 1), ('Italy', 1)]",0,1,447,462,16,24 Apr 2018,01 Jun 2018,17 Jul 2018,"3,738",28,28
21,4,3,2019,2019-4,article,Article,Articles,between party and movement: conceptual and empirical considerations of the radical right’s organizational boundaries and mobilization processes,"['party', 'movement', 'conceptual', 'empirical', 'consideration', 'radical', 'right', 'organizational', 'boundary', 'mobilization', 'process']",143.0,"['Radical right movements', 'movement parties', 'mobilization', 'interaction']",1,"[('Michael Minkenberg', 'male', ""['Germany']"", ' Comparative Politics, European University Viadrina, Frankfurt (Oder), Germany', 'https://www.tandfonline.com/author/Minkenberg%2C+Michael')]","[('Germany', 1)]",0,0,463,486,24,10 Oct 2017,28 Mar 2018,16 Jul 2018,818,9,0
21,4,4,2019,2019-4,article,Article,Articles,challenges from left and right: the long-term dynamics of protest and electoral politics in western europe,"['challenge', 'left', 'right', 'long-term', 'dynamic', 'protest', 'electoral', 'politics', 'western', 'europe']",106.0,"['Protest politics', 'electoral politics', 'social movements', 'Western Europe', 'protest event analysis']",2,"[('Swen Hutter', 'male', ""['Italy']"", ' European University Institute, San Domenico di Fiesole, Italy', 'https://www.tandfonline.com/author/Hutter%2C+Swen'), ('Endre Borbáth', 'male', ""['Italy']"", ' European University Institute, San Domenico di Fiesole, Italy', 'https://www.tandfonline.com/author/Borb%C3%A1th%2C+Endre')]","[('Italy', 2)]",0,0,487,512,26,30 Oct 2017,15 Feb 2018,10 Jul 2018,871,8,4
21,4,5,2019,2019-4,article,Article,Articles,the transnationalisation of far right discourse on twitter,"['transnationalisation', 'far', 'right', 'discourse', 'twitter']",58.0,"['Far right', 'transnationalism', 'Twitter', 'issues', 'movements', 'social network analysis']",2,"[('Caterina Froio', 'female', ""['Norway', 'France']"", ' European School of Political and Social Sciences, Lille, France; C-REX, University of Oslo, Oslo, Norway', 'https://www.tandfonline.com/author/Froio%2C+Caterina'), ('Bharath Ganesh', 'unknown', ""['United Kingdom']"", ' Oxford Internet Institute, Oxford University, Oxford, UK', 'https://www.tandfonline.com/author/Ganesh%2C+Bharath')]","[('Norway', 1), ('France', 1), ('United Kingdom', 1)]",1,1,513,539,27,28 Sep 2017,18 Jan 2018,20 Jul 2018,"7,018",24,73
21,4,6,2019,2019-4,article,Article,Articles,online discontent: comparing western european far-right groups on facebook,"['online', 'discontent', 'comparing', 'western', 'european', 'far-right', 'group', 'facebook']",74.0,"['Far-right', 'social media', 'social networks', 'discourse analysis', 'online participation']",2,"[('Ofra Klein', 'female', ""['Italy']"", ' Department of Political and Social Sciences, European University Institute, Florence, Italy', 'https://www.tandfonline.com/author/Klein%2C+Ofra'), ('Jasper Muis', 'male', ""['Netherlands']"", ' Department of Sociology, VU University Amsterdam, Amsterdam, Netherlands', 'https://www.tandfonline.com/author/Muis%2C+Jasper')]","[('Italy', 1), ('Netherlands', 1)]",0,1,540,562,23,14 Sep 2017,31 Jan 2018,10 Jul 2018,"1,921",17,23
21,4,7,2019,2019-4,article,Article,Articles,movement adaptability in dissimilar settings: the far right in greece and russia,"['movement', 'adaptability', 'dissimilar', 'setting', 'far', 'right', 'greece', 'russia']",80.0,"['Far right movements', 'institutionalization', 'Greece', 'Russia', 'Golden Dawn', 'movement against illegal immigration']",2,"[('Sofia Tipaldou', 'female', ""['United Kingdom']"", ' School of Arts, Languages and Cultures (SALC), Faculty of Humanities, The University of Manchester, Manchester, UK', 'https://www.tandfonline.com/author/Tipaldou%2C+Sofia'), ('Katrin Uba', 'female', ""['Sweden']"", ' Department of Government, Uppsala University, Uppsala, Sweden', 'https://www.tandfonline.com/author/Uba%2C+Katrin')]","[('United Kingdom', 1), ('Sweden', 1)]",0,1,563,582,20,20 Sep 2017,28 May 2018,16 Jul 2018,"1,393",3,22
21,4,8,2019,2019-4,article,Article,Articles,frames of nostalgia and belonging: the resurgence of ethno-nationalism in sweden,"['frame', 'nostalgia', 'belonging', 'resurgence', 'ethno-nationalism', 'sweden']",80.0,"['Radical right-wing parties', 'ethno-nationalism', 'Swedish ‘exceptionalism’', 'the Sweden democrats, Swedish ethnic nationalism', 'frame theory']",2,"[('Gabriella Elgenius', 'female', ""['Sweden']"", ' Department of Sociology and Work Science, University of Gothenburg, Gothenburg, Sweden', 'https://www.tandfonline.com/author/Elgenius%2C+Gabriella'), ('Jens Rydgren', 'male', ""['Sweden']"", ' Department of Sociology, University of Stockholm, Stockholm, Sweden', 'https://www.tandfonline.com/author/Rydgren%2C+Jens')]","[('Sweden', 2)]",0,0,583,602,20,29 Oct 2017,28 May 2018,19 Jul 2018,"9,510",23,73
21,4,9,2019,2019-4,article,Article,Articles,far-right activism in hungary: youth participation in jobbik and its network,"['far-right', 'activism', 'hungary', 'youth', 'participation', 'jobbik', 'network']",76.0,"['Jobbik', 'far right', 'Hungary', 'youth activism', 'social movements']",2,"[('Andrea L. P. Pirro', 'female', ""['Italy']"", ' Department of Political and Social Sciences, Scuola Normale Superiore, Florence, Italy', 'https://www.tandfonline.com/author/Pirro%2C+Andrea+L+P'), ('Dániel Róna', 'unknown', ""['Hungary']"", ' Institute of Political Science, Corvinus University of Budapest &amp; Hungarian Academy of Sciences (MTA), Budapest, Hungary', 'https://www.tandfonline.com/author/R%C3%B3na%2C+D%C3%A1niel')]","[('Italy', 1), ('Hungary', 1)]",0,1,603,626,24,11 Sep 2017,09 Feb 2018,10 Jul 2018,946,8,9
21,5,1,2019,2019-5,editorial,editorial,Editorial,"crises and the reconfiguration of solidarities in europe – origins, scope, variations","['crisis', 'reconfiguration', 'solidarity', 'europe', '–', 'origin', 'scope', 'variation']",85.0,"['Solidarity', 'crises', 'Europe', 'welfare state', 'collective action', 'integration']",1,"[('Sebastian Koos', 'male', ""['Germany']"", ' Department of Politics and Public Administration, University of Konstanz, Konstanz, Germany', 'https://www.tandfonline.com/author/Koos%2C+Sebastian')]","[('Germany', 1)]",0,0,629,648,20,16 Apr 2019,05 May 2019,09 Jul 2019,"1,169",7,1
